lat,long,z
70.12663062,-26.9385883,914
70.12663034,-26.93779757,917
70.12663007,-26.93700684,917
70.12662979,-26.93621611,923
70.12662951,-26.93542538,928
70.12662922,-26.93463465,931
70.12662893,-26.93384392,933
70.12662863,-26.93305319,935
70.12662834,-26.93226246,935
70.12662804,-26.93147173,928
70.12662773,-26.930681,920
70.12662742,-26.92989027,920
70.12662711,-26.92909954,920
70.1266268,-26.92830881,915
70.12662648,-26.92751808,910
70.12662616,-26.92672735,905
70.12662583,-26.92593662,905
70.1266255,-26.92514589,909
70.12662517,-26.92435516,916
70.12662484,-26.92356442,919
70.1266245,-26.92277369,921
70.12662415,-26.92198296,926
70.12662381,-26.92119223,929
70.12662346,-26.9204015,932
70.1266231,-26.91961077,934
70.12662275,-26.91882004,934
70.12662239,-26.91802931,935
70.12662202,-26.91723858,939
70.12662166,-26.91644785,945
70.12662129,-26.91565712,950
70.12662091,-26.91486639,952
70.12662053,-26.91407566,950
70.12662015,-26.91328493,951
70.12661977,-26.9124942,954
70.12661938,-26.91170347,960
70.12661899,-26.91091274,966
70.12661859,-26.91012201,971
70.12636783,-26.96072928,918
70.12636765,-26.95993856,905
70.12636748,-26.95914784,888
70.12636729,-26.95835712,877
70.12636711,-26.9575664,873
70.12636692,-26.95677568,875
70.12636673,-26.95598496,882
70.12636653,-26.95519424,888
70.12636633,-26.95440351,891
70.12636613,-26.95361279,891
70.12636592,-26.95282207,890
70.12636571,-26.95203135,890
70.1263655,-26.95124063,890
70.12636528,-26.95044991,892
70.12636506,-26.94965919,893
70.12636484,-26.94886847,891
70.12636461,-26.94807775,892
70.12636438,-26.94728703,893
70.12636414,-26.94649631,896
70.1263639,-26.94570559,897
70.12636366,-26.94491487,898
70.12636342,-26.94412415,900
70.12636317,-26.94333342,900
70.12636292,-26.9425427,900
70.12636266,-26.94175198,901
70.1263624,-26.94096126,903
70.12636214,-26.94017054,905
70.12636187,-26.93937982,908
70.12636161,-26.9385891,913
70.12636133,-26.93779838,916
70.12636106,-26.93700766,916
70.12636078,-26.93621694,919
70.12636049,-26.93542622,925
70.12636021,-26.9346355,932
70.12635992,-26.93384478,942
70.12635962,-26.93305406,949
70.12635932,-26.93226334,941
70.12635902,-26.93147262,932
70.12635872,-26.9306819,923
70.12635841,-26.92989118,918
70.1263581,-26.92910046,915
70.12635779,-26.92830974,916
70.12635747,-26.92751902,916
70.12635715,-26.9267283,913
70.12635682,-26.92593758,909
70.12635649,-26.92514686,915
70.12635616,-26.92435614,920
70.12635582,-26.92356542,920
70.12635548,-26.9227747,922
70.12635514,-26.92198398,924
70.12635479,-26.92119326,927
70.12635445,-26.92040254,931
70.12635409,-26.91961182,934
70.12635374,-26.9188211,936
70.12635338,-26.91803038,937
70.12635301,-26.91723966,942
70.12635264,-26.91644894,946
70.12635227,-26.91565822,948
70.1263519,-26.9148675,951
70.12635152,-26.91407678,953
70.12635114,-26.91328606,954
70.12635076,-26.91249534,956
70.12635037,-26.91170462,959
70.12634998,-26.9109139,962
70.12634958,-26.91012318,970
70.12634918,-26.90933246,981
70.12634878,-26.90854174,986
70.12634837,-26.90775102,988
70.12634797,-26.9069603,989
70.12634755,-26.90616958,989
70.12634714,-26.90537887,992
70.12634672,-26.90458815,994
70.12609864,-26.95993908,924
70.12609846,-26.95914837,905
70.12609828,-26.95835766,887
70.1260981,-26.95756695,880
70.12609791,-26.95677624,881
70.12609771,-26.95598553,884
70.12609752,-26.95519482,886
70.12609732,-26.95440411,889
70.12609711,-26.9536134,891
70.12609691,-26.95282269,891
70.1260967,-26.95203197,892
70.12609648,-26.95124126,890
70.12609627,-26.95045055,891
70.12609605,-26.94965984,893
70.12609582,-26.94886913,895
70.1260956,-26.94807842,897
70.12609536,-26.94728771,903
70.12609513,-26.946497,904
70.12609489,-26.94570629,904
70.12609465,-26.94491558,902
70.12609441,-26.94412487,902
70.12609416,-26.94333416,905
70.12609391,-26.94254345,905
70.12609365,-26.94175274,903
70.12609339,-26.94096203,903
70.12609313,-26.94017132,905
70.12609286,-26.93938061,908
70.12609259,-26.9385899,911
70.12609232,-26.93779919,914
70.12609204,-26.93700848,915
70.12609176,-26.93621777,917
70.12609148,-26.93542706,921
70.12609119,-26.93463635,929
70.1260909,-26.93384564,942
70.12609061,-26.93305493,951
70.12609031,-26.93226422,943
70.12609001,-26.93147351,935
70.12608971,-26.9306828,929
70.1260894,-26.92989209,922
70.12608909,-26.92910138,919
70.12608877,-26.92831067,917
70.12608845,-26.92751996,919
70.12608813,-26.92672925,918
70.12608781,-26.92593854,915
70.12608748,-26.92514783,919
70.12608715,-26.92435712,923
70.12608681,-26.92356641,926
70.12608647,-26.9227757,925
70.12608613,-26.92198499,924
70.12608578,-26.92119428,926
70.12608543,-26.92040357,929
70.12608508,-26.91961286,932
70.12608472,-26.91882215,935
70.12608436,-26.91803144,936
70.126084,-26.91724073,939
70.12608363,-26.91645002,945
70.12608326,-26.91565931,952
70.12608289,-26.9148686,957
70.12608251,-26.91407789,958
70.12608213,-26.91328718,957
70.12608174,-26.91249648,959
70.12608136,-26.91170577,961
70.12608096,-26.91091506,962
70.12608057,-26.91012435,966
70.12608017,-26.90933364,977
70.12607977,-26.90854293,986
70.12607936,-26.90775222,989
70.12607895,-26.90696151,990
70.12607854,-26.9061708,991
70.12607813,-26.90538009,993
70.12607771,-26.90458938,993
70.12607728,-26.90379868,994
70.12607686,-26.90300797,999
70.12607643,-26.90221726,1002
70.12607599,-26.90142655,1003
70.12607556,-26.90063584,1003
70.12607512,-26.89984513,1002
70.12607467,-26.89905442,1002
70.12607422,-26.89826371,1000
70.12582927,-26.9583582,902
70.12582908,-26.9575675,891
70.12582889,-26.9567768,890
70.1258287,-26.9559861,889
70.12582851,-26.9551954,886
70.12582831,-26.9544047,885
70.1258281,-26.953614,885
70.1258279,-26.9528233,887
70.12582769,-26.9520326,891
70.12582747,-26.9512419,892
70.12582726,-26.9504512,891
70.12582703,-26.9496605,893
70.12582681,-26.9488698,897
70.12582658,-26.9480791,901
70.12582635,-26.9472884,905
70.12582612,-26.9464977,909
70.12582588,-26.945707,908
70.12582564,-26.9449163,905
70.12582539,-26.9441256,904
70.12582514,-26.9433349,904
70.12582489,-26.9425442,906
70.12582464,-26.9417535,907
70.12582438,-26.9409628,907
70.12582412,-26.9401721,906
70.12582385,-26.9393814,907
70.12582358,-26.9385907,910
70.12582331,-26.9378,913
70.12582303,-26.9370093,915
70.12582275,-26.9362186,916
70.12582247,-26.9354279,915
70.12582218,-26.9346372,920
70.12582189,-26.9338465,931
70.1258216,-26.9330558,941
70.1258213,-26.9322651,941
70.125821,-26.9314744,940
70.12582069,-26.9306837,938
70.12582039,-26.929893,930
70.12582008,-26.9291023,920
70.12581976,-26.9283116,912
70.12581944,-26.9275209,911
70.12581912,-26.9267302,912
70.1258188,-26.9259395,913
70.12581847,-26.9251488,917
70.12581813,-26.9243581,922
70.1258178,-26.9235674,925
70.12581746,-26.9227767,925
70.12581712,-26.921986,921
70.12581677,-26.9211953,918
70.12581642,-26.9204046,923
70.12581607,-26.9196139,928
70.12581571,-26.9188232,933
70.12581535,-26.91803251,937
70.12581499,-26.91724181,940
70.12581462,-26.91645111,944
70.12581425,-26.91566041,951
70.12581388,-26.91486971,959
70.1258135,-26.91407901,964
70.12581312,-26.91328831,964
70.12581273,-26.91249761,963
70.12581234,-26.91170691,963
70.12581195,-26.91091621,965
70.12581156,-26.91012551,971
70.12581116,-26.90933482,980
70.12581076,-26.90854412,987
70.12581035,-26.90775342,988
70.12580994,-26.90696272,989
70.12580953,-26.90617202,990
70.12580911,-26.90538132,993
70.12580869,-26.90459062,994
70.12580827,-26.90379992,994
70.12580784,-26.90300922,998
70.12580741,-26.90221853,1001
70.12580698,-26.90142783,1002
70.12580654,-26.90063713,1003
70.1258061,-26.89984643,1003
70.12580566,-26.89905573,1000
70.12580521,-26.89826503,998
70.12580476,-26.89747434,997
70.12580431,-26.89668364,997
70.12580385,-26.89589294,997
70.12580339,-26.89510224,999
70.12556007,-26.95756805,911
70.12555988,-26.95677736,905
70.12555969,-26.95598667,899
70.12555949,-26.95519598,893
70.12555929,-26.95440529,888
70.12555909,-26.9536146,885
70.12555888,-26.95282391,886
70.12555867,-26.95203322,889
70.12555846,-26.95124253,893
70.12555824,-26.95045184,895
70.12555802,-26.94966115,896
70.1255578,-26.94887046,899
70.12555757,-26.94807977,902
70.12555734,-26.94728908,905
70.12555711,-26.94649839,910
70.12555687,-26.9457077,907
70.12555663,-26.94491701,904
70.12555638,-26.94412632,904
70.12555613,-26.94333563,903
70.12555588,-26.94254494,902
70.12555563,-26.94175425,903
70.12555537,-26.94096356,905
70.1255551,-26.94017287,907
70.12555484,-26.93938218,908
70.12555457,-26.93859149,910
70.1255543,-26.9378008,913
70.12555402,-26.93701011,913
70.12555374,-26.93621942,913
70.12555346,-26.93542873,912
70.12555317,-26.93463804,913
70.12555288,-26.93384735,917
70.12555258,-26.93305667,929
70.12555229,-26.93226598,937
70.12555199,-26.93147529,943
70.12555168,-26.9306846,943
70.12555137,-26.92989391,933
70.12555106,-26.92910322,919
70.12555075,-26.92831253,910
70.12555043,-26.92752184,908
70.12555011,-26.92673115,910
70.12554978,-26.92594046,911
70.12554945,-26.92514977,917
70.12554912,-26.92435908,925
70.12554879,-26.92356839,930
70.12554845,-26.9227777,926
70.1255481,-26.92198701,919
70.12554776,-26.92119633,918
70.12554741,-26.92040564,921
70.12554706,-26.91961495,926
70.1255467,-26.91882426,931
70.12554634,-26.91803357,937
70.12554597,-26.91724288,941
70.12554561,-26.91645219,944
70.12554524,-26.9156615,949
70.12554486,-26.91487081,956
70.12554449,-26.91408012,962
70.1255441,-26.91328944,964
70.12554372,-26.91249875,965
70.12554333,-26.91170806,965
70.12554294,-26.91091737,969
70.12554254,-26.91012668,976
70.12554215,-26.90933599,984
70.12554174,-26.9085453,987
70.12554134,-26.90775461,988
70.12554093,-26.90696393,988
70.12554052,-26.90617324,989
70.1255401,-26.90538255,991
70.12553968,-26.90459186,994
70.12553926,-26.90380117,996
70.12553883,-26.90301048,997
70.1255384,-26.9022198,1000
70.12553797,-26.90142911,1003
70.12553753,-26.90063842,1002
70.12553709,-26.89984773,999
70.12553665,-26.89905704,998
70.1255362,-26.89826635,998
70.12553575,-26.89747567,997
70.12553529,-26.89668498,997
70.12553484,-26.89589429,996
70.12553437,-26.8951036,999
70.12553391,-26.89431291,1002
70.12553344,-26.89352223,1005
70.12553297,-26.89273154,1007
70.12529087,-26.95677792,939
70.12529068,-26.95598724,924
70.12529048,-26.95519656,914
70.12529028,-26.95440588,904
70.12529008,-26.9536152,895
70.12528987,-26.95282452,892
70.12528966,-26.95203384,891
70.12528945,-26.95124316,891
70.12528923,-26.95045248,894
70.12528901,-26.9496618,897
70.12528879,-26.94887112,899
70.12528856,-26.94808044,902
70.12528833,-26.94728976,904
70.12528809,-26.94649908,906
70.12528786,-26.94570841,906
70.12528761,-26.94491773,903
70.12528737,-26.94412705,901
70.12528712,-26.94333637,900
70.12528687,-26.94254569,899
70.12528661,-26.94175501,899
70.12528635,-26.94096433,902
70.12528609,-26.94017365,905
70.12528583,-26.93938297,908
70.12528556,-26.93859229,909
70.12528528,-26.93780161,911
70.12528501,-26.93701093,910
70.12528473,-26.93622025,908
70.12528444,-26.93542957,909
70.12528416,-26.93463889,911
70.12528387,-26.93384821,911
70.12528357,-26.93305753,917
70.12528328,-26.93226685,926
70.12528297,-26.93147618,932
70.12528267,-26.9306855,935
70.12528236,-26.92989482,932
70.12528205,-26.92910414,920
70.12528174,-26.92831346,917
70.12528142,-26.92752278,917
70.1252811,-26.9267321,916
70.12528077,-26.92594142,917
70.12528044,-26.92515074,921
70.12528011,-26.92436006,930
70.12527977,-26.92356938,937
70.12527943,-26.92277871,932
70.12527909,-26.92198803,922
70.12527875,-26.92119735,920
70.1252784,-26.92040667,924
70.12527804,-26.91961599,928
70.12527769,-26.91882531,932
70.12527733,-26.91803463,935
70.12527696,-26.91724395,938
70.1252766,-26.91645328,942
70.12527622,-26.9156626,945
70.12527585,-26.91487192,952
70.12527547,-26.91408124,959
70.12527509,-26.91329056,963
70.12527471,-26.91249988,966
70.12527432,-26.9117092,968
70.12527393,-26.91091853,971
70.12527353,-26.91012785,975
70.12527313,-26.90933717,980
70.12527273,-26.90854649,983
70.12527233,-26.90775581,982
70.12527192,-26.90696513,985
70.1252715,-26.90617446,988
70.12527109,-26.90538378,991
70.12527067,-26.9045931,992
70.12527025,-26.90380242,992
70.12526982,-26.90301174,994
70.12526939,-26.90222106,997
70.12526896,-26.90143039,999
70.12526852,-26.90063971,1000
70.12526808,-26.89984903,999
70.12526763,-26.89905835,997
70.12526719,-26.89826767,998
70.12526674,-26.897477,1000
70.12526628,-26.89668632,999
70.12526582,-26.89589564,997
70.12526536,-26.89510496,998
70.1252649,-26.89431429,1001
70.12526443,-26.89352361,1005
70.12526396,-26.89273293,1007
70.12526348,-26.89194225,1007
70.125263,-26.89115157,1003
70.12526252,-26.8903609,998
70.12502166,-26.95598781,960
70.12502147,-26.95519714,943
70.12502127,-26.95440647,930
70.12502107,-26.9536158,921
70.12502086,-26.95282513,910
70.12502065,-26.95203446,900
70.12502044,-26.9512438,896
70.12502022,-26.95045313,893
70.12502,-26.94966246,892
70.12501977,-26.94887179,895
70.12501955,-26.94808112,899
70.12501932,-26.94729045,901
70.12501908,-26.94649978,902
70.12501884,-26.94570911,903
70.1250186,-26.94491844,901
70.12501836,-26.94412777,899
70.12501811,-26.9433371,898
70.12501786,-26.94254643,899
70.1250176,-26.94175576,901
70.12501734,-26.94096509,900
70.12501708,-26.94017442,905
70.12501681,-26.93938376,911
70.12501654,-26.93859309,909
70.12501627,-26.93780242,907
70.12501599,-26.93701175,908
70.12501571,-26.93622108,909
70.12501543,-26.93543041,909
70.12501514,-26.93463974,910
70.12501485,-26.93384907,909
70.12501456,-26.9330584,910
70.12501426,-26.93226773,912
70.12501396,-26.93147706,916
70.12501366,-26.9306864,921
70.12501335,-26.92989573,925
70.12501304,-26.92910506,925
70.12501272,-26.92831439,928
70.12501241,-26.92752372,929
70.12501208,-26.92673305,923
70.12501176,-26.92594238,922
70.12501143,-26.92515171,922
70.1250111,-26.92436105,927
70.12501076,-26.92357038,933
70.12501042,-26.92277971,932
70.12501008,-26.92198904,926
70.12500973,-26.92119837,921
70.12500938,-26.9204077,923
70.12500903,-26.91961703,927
70.12500867,-26.91882637,932
70.12500831,-26.9180357,935
70.12500795,-26.91724503,937
70.12500758,-26.91645436,940
70.12500721,-26.91566369,942
70.12500684,-26.91487302,948
70.12500646,-26.91408235,956
70.12500608,-26.91329169,963
70.1250057,-26.91250102,967
70.12500531,-26.91171035,971
70.12500492,-26.91091968,971
70.12500452,-26.91012901,973
70.12500412,-26.90933835,977
70.12500372,-26.90854768,979
70.12500331,-26.90775701,980
70.12500291,-26.90696634,983
70.12500249,-26.90617567,986
70.12500208,-26.905385,989
70.12500166,-26.90459434,990
70.12500123,-26.90380367,990
70.12500081,-26.903013,991
70.12500038,-26.90222233,992
70.12499994,-26.90143167,994
70.12499951,-26.900641,996
70.12499907,-26.89985033,997
70.12499862,-26.89905966,999
70.12499818,-26.89826899,1001
70.12499772,-26.89747833,1001
70.12499727,-26.89668766,1001
70.12499681,-26.89589699,1001
70.12499635,-26.89510632,1000
70.12499589,-26.89431566,1000
70.12499542,-26.89352499,1005
70.12499495,-26.89273432,1005
70.12499447,-26.89194365,1002
70.12499399,-26.89115299,1000
70.12499351,-26.89036232,994
70.12499302,-26.88957165,999
70.12499253,-26.88878099,1007
70.12475226,-26.95440707,955
70.12475205,-26.95361641,946
70.12475185,-26.95282575,931
70.12475164,-26.95203509,920
70.12475142,-26.95124443,910
70.12475121,-26.95045377,902
70.12475099,-26.94966311,897
70.12475076,-26.94887245,896
70.12475053,-26.94808179,896
70.1247503,-26.94729113,897
70.12475007,-26.94650047,900
70.12474983,-26.94570981,899
70.12474959,-26.94491916,897
70.12474934,-26.9441285,897
70.1247491,-26.94333784,897
70.12474884,-26.94254718,898
70.12474859,-26.94175652,899
70.12474833,-26.94096586,900
70.12474807,-26.9401752,904
70.1247478,-26.93938454,910
70.12474753,-26.93859388,910
70.12474726,-26.93780322,908
70.12474698,-26.93701257,907
70.1247467,-26.93622191,908
70.12474642,-26.93543125,909
70.12474613,-26.93464059,909
70.12474584,-26.93384993,909
70.12474555,-26.93305927,910
70.12474525,-26.93226861,909
70.12474495,-26.93147795,910
70.12474465,-26.9306873,909
70.12474434,-26.92989664,917
70.12474403,-26.92910598,926
70.12474371,-26.92831532,931
70.12474339,-26.92752466,929
70.12474307,-26.926734,927
70.12474275,-26.92594334,925
70.12474242,-26.92515269,922
70.12474209,-26.92436203,918
70.12474175,-26.92357137,922
70.12474141,-26.92278071,927
70.12474107,-26.92199005,919
70.12474072,-26.92119939,917
70.12474037,-26.92040874,921
70.12474002,-26.91961808,926
70.12473966,-26.91882742,929
70.1247393,-26.91803676,932
70.12473894,-26.9172461,937
70.12473857,-26.91645544,942
70.1247382,-26.91566479,946
70.12473783,-26.91487413,950
70.12473745,-26.91408347,954
70.12473707,-26.91329281,961
70.12473668,-26.91250215,968
70.12473629,-26.9117115,970
70.1247359,-26.91092084,969
70.12473551,-26.91013018,968
70.12473511,-26.90933952,973
70.12473471,-26.90854886,979
70.1247343,-26.90775821,983
70.12473389,-26.90696755,986
70.12473348,-26.90617689,985
70.12473306,-26.90538623,987
70.12473264,-26.90459558,990
70.12473222,-26.90380492,993
70.1247318,-26.90301426,994
70.12473137,-26.9022236,995
70.12473093,-26.90143294,997
70.1247305,-26.90064229,997
70.12473005,-26.89985163,998
70.12472961,-26.89906097,1000
70.12472916,-26.89827031,1000
70.12472871,-26.89747966,999
70.12472826,-26.896689,1001
70.1247278,-26.89589834,1006
70.12472734,-26.89510769,1008
70.12472687,-26.89431703,1009
70.12472641,-26.89352637,1010
70.12472593,-26.89273571,1008
70.12472546,-26.89194506,1004
70.12472498,-26.8911544,1002
70.1247245,-26.89036374,1002
70.12472401,-26.88957309,1006
70.12472352,-26.88878243,1011
70.12472303,-26.88799177,1017
70.12472253,-26.88720111,1019
70.12472203,-26.88641046,1022
70.12448304,-26.95361701,968
70.12448283,-26.95282636,954
70.12448262,-26.95203571,942
70.12448241,-26.95124506,931
70.12448219,-26.95045441,917
70.12448197,-26.94966376,906
70.12448175,-26.94887311,900
70.12448152,-26.94808247,897
70.12448129,-26.94729182,898
70.12448106,-26.94650117,899
70.12448082,-26.94571052,898
70.12448058,-26.94491987,894
70.12448033,-26.94412922,892
70.12448008,-26.94333857,895
70.12447983,-26.94254792,897
70.12447958,-26.94175727,896
70.12447932,-26.94096663,898
70.12447905,-26.94017598,901
70.12447879,-26.93938533,905
70.12447852,-26.93859468,911
70.12447825,-26.93780403,913
70.12447797,-26.93701338,909
70.12447769,-26.93622273,907
70.12447741,-26.93543209,909
70.12447712,-26.93464144,910
70.12447683,-26.93385079,911
70.12447654,-26.93306014,913
70.12447624,-26.93226949,916
70.12447594,-26.93147884,914
70.12447563,-26.9306882,913
70.12447533,-26.92989755,918
70.12447501,-26.9291069,925
70.1244747,-26.92831625,926
70.12447438,-26.9275256,925
70.12447406,-26.92673495,929
70.12447373,-26.92594431,932
70.12447341,-26.92515366,928
70.12447307,-26.92436301,923
70.12447274,-26.92357236,921
70.1244724,-26.92278171,918
70.12447206,-26.92199106,914
70.12447171,-26.92120042,916
70.12447136,-26.92040977,918
70.12447101,-26.91961912,927
70.12447065,-26.91882847,931
70.12447029,-26.91803782,934
70.12446993,-26.91724718,940
70.12446956,-26.91645653,946
70.12446919,-26.91566588,951
70.12446881,-26.91487523,955
70.12446844,-26.91408458,955
70.12446806,-26.91329394,959
70.12446767,-26.91250329,959
70.12446728,-26.91171264,961
70.12446689,-26.91092199,966
70.1244665,-26.91013135,968
70.1244661,-26.9093407,971
70.1244657,-26.90855005,977
70.12446529,-26.9077594,983
70.12446488,-26.90696876,988
70.12446447,-26.90617811,986
70.12446405,-26.90538746,988
70.12446363,-26.90459681,996
70.12446321,-26.90380617,1000
70.12446278,-26.90301552,1001
70.12446235,-26.90222487,1002
70.12446192,-26.90143422,1001
70.12446148,-26.90064358,1000
70.12446104,-26.89985293,999
70.1244606,-26.89906228,999
70.12446015,-26.89827163,999
70.1244597,-26.89748099,1000
70.12445925,-26.89669034,1004
70.12445879,-26.89589969,1008
70.12445833,-26.89510905,1011
70.12445786,-26.8943184,1011
70.12445739,-26.89352775,1009
70.12445692,-26.89273711,1009
70.12445645,-26.89194646,1006
70.12445597,-26.89115581,1007
70.12445548,-26.89036517,1013
70.124455,-26.88957452,1013
70.12445451,-26.88878387,1014
70.12445402,-26.88799323,1019
70.12445352,-26.88720258,1021
70.12445302,-26.88641193,1021
70.12445252,-26.88562129,1030
70.12445201,-26.88483064,1044
70.12421382,-26.95282697,989
70.12421361,-26.95203633,974
70.1242134,-26.95124569,954
70.12421318,-26.95045505,935
70.12421296,-26.94966442,919
70.12421274,-26.94887378,908
70.12421251,-26.94808314,903
70.12421228,-26.9472925,904
70.12421204,-26.94650186,908
70.12421181,-26.94571122,905
70.12421156,-26.94492058,898
70.12421132,-26.94412995,893
70.12421107,-26.94333931,893
70.12421082,-26.94254867,894
70.12421056,-26.94175803,893
70.1242103,-26.94096739,895
70.12421004,-26.94017675,898
70.12420978,-26.93938612,901
70.12420951,-26.93859548,908
70.12420923,-26.93780484,912
70.12420896,-26.9370142,910
70.12420868,-26.93622356,907
70.12420839,-26.93543292,908
70.12420811,-26.93464229,910
70.12420782,-26.93385165,913
70.12420752,-26.93306101,915
70.12420723,-26.93227037,916
70.12420693,-26.93147973,917
70.12420662,-26.93068909,924
70.12420631,-26.92989846,930
70.124206,-26.92910782,928
70.12420569,-26.92831718,928
70.12420537,-26.92752654,930
70.12420505,-26.9267359,935
70.12420472,-26.92594527,937
70.12420439,-26.92515463,933
70.12420406,-26.92436399,932
70.12420373,-26.92357335,929
70.12420339,-26.92278271,924
70.12420304,-26.92199208,921
70.1242027,-26.92120144,922
70.12420235,-26.9204108,926
70.12420199,-26.91962016,931
70.12420164,-26.91882953,939
70.12420128,-26.91803889,940
70.12420091,-26.91724825,945
70.12420055,-26.91645761,948
70.12420018,-26.91566697,951
70.1241998,-26.91487634,955
70.12419942,-26.9140857,958
70.12419904,-26.91329506,959
70.12419866,-26.91250442,957
70.12419827,-26.91171379,957
70.12419788,-26.91092315,966
70.12419748,-26.91013251,968
70.12419709,-26.90934187,968
70.12419668,-26.90855124,970
70.12419628,-26.9077606,979
70.12419587,-26.90696996,986
70.12419546,-26.90617933,986
70.12419504,-26.90538869,990
70.12419462,-26.90459805,998
70.1241942,-26.90380741,1001
70.12419377,-26.90301678,1005
70.12419334,-26.90222614,1007
70.12419291,-26.9014355,1006
70.12419247,-26.90064487,1004
70.12419203,-26.89985423,1000
70.12419159,-26.89906359,999
70.12419114,-26.89827296,1001
70.12419069,-26.89748232,1003
70.12419023,-26.89669168,1007
70.12418978,-26.89590104,1008
70.12418931,-26.89511041,1009
70.12418885,-26.89431977,1009
70.12418838,-26.89352913,1008
70.12418791,-26.8927385,1007
70.12418743,-26.89194786,1008
70.12418696,-26.89115722,1012
70.12418647,-26.89036659,1018
70.12418599,-26.88957595,1018
70.1241855,-26.88878532,1016
70.124185,-26.88799468,1020
70.12418451,-26.88720404,1022
70.12418401,-26.88641341,1023
70.12418351,-26.88562277,1029
70.124183,-26.88483213,1036
70.12418249,-26.8840415,1045
70.12418197,-26.88325086,1051
70.1239446,-26.95203695,1009
70.12394439,-26.95124633,978
70.12394417,-26.9504557,949
70.12394395,-26.94966507,933
70.12394372,-26.94887444,920
70.1239435,-26.94808381,914
70.12394327,-26.94729318,915
70.12394303,-26.94650256,918
70.12394279,-26.94571193,915
70.12394255,-26.9449213,906
70.12394231,-26.94413067,898
70.12394206,-26.94334004,893
70.12394181,-26.94254941,892
70.12394155,-26.94175879,892
70.12394129,-26.94096816,893
70.12394103,-26.94017753,896
70.12394076,-26.9393869,899
70.12394049,-26.93859627,902
70.12394022,-26.93780565,907
70.12393995,-26.93701502,911
70.12393967,-26.93622439,908
70.12393938,-26.93543376,907
70.1239391,-26.93464313,909
70.1239388,-26.93385251,912
70.12393851,-26.93306188,913
70.12393821,-26.93227125,912
70.12393791,-26.93148062,916
70.12393761,-26.93068999,926
70.1239373,-26.92989937,933
70.12393699,-26.92910874,932
70.12393667,-26.92831811,928
70.12393636,-26.92752748,932
70.12393603,-26.92673685,937
70.12393571,-26.92594623,933
70.12393538,-26.9251556,928
70.12393505,-26.92436497,928
70.12393471,-26.92357434,930
70.12393437,-26.92278372,931
70.12393403,-26.92199309,927
70.12393368,-26.92120246,926
70.12393334,-26.92041183,929
70.12393298,-26.91962121,933
70.12393263,-26.91883058,936
70.12393227,-26.91803995,941
70.1239319,-26.91724932,948
70.12393153,-26.9164587,953
70.12393116,-26.91566807,952
70.12393079,-26.91487744,952
70.12393041,-26.91408681,956
70.12393003,-26.91329619,959
70.12392965,-26.91250556,961
70.12392926,-26.91171493,962
70.12392887,-26.91092431,966
70.12392847,-26.91013368,969
70.12392807,-26.90934305,971
70.12392767,-26.90855242,976
70.12392727,-26.9077618,982
70.12392686,-26.90697117,985
70.12392644,-26.90618054,990
70.12392603,-26.90538992,995
70.12392561,-26.90459929,996
70.12392519,-26.90380866,999
70.12392476,-26.90301804,1003
70.12392433,-26.90222741,1006
70.1239239,-26.90143678,1009
70.12392346,-26.90064616,1010
70.12392302,-26.89985553,1002
70.12392257,-26.8990649,999
70.12392213,-26.89827428,1000
70.12392168,-26.89748365,1002
70.12392122,-26.89669302,1005
70.12392076,-26.8959024,1007
70.1239203,-26.89511177,1010
70.12391984,-26.89432114,1012
70.12391937,-26.89353052,1011
70.1239189,-26.89273989,1012
70.12391842,-26.89194926,1013
70.12391794,-26.89115864,1016
70.12391746,-26.89036801,1020
70.12391697,-26.88957738,1022
70.12391649,-26.88878676,1023
70.12391599,-26.88799613,1024
70.1239155,-26.88720551,1024
70.123915,-26.88641488,1026
70.12391449,-26.88562425,1032
70.12391399,-26.88483363,1038
70.12391348,-26.884043,1042
70.12391296,-26.88325238,1046
70.12391245,-26.88246175,1053
70.12391192,-26.88167112,1063
70.12367516,-26.95045634,971
70.12367494,-26.94966572,949
70.12367471,-26.9488751,930
70.12367448,-26.94808449,923
70.12367425,-26.94729387,922
70.12367402,-26.94650325,924
70.12367378,-26.94571263,922
70.12367354,-26.94492201,916
70.12367329,-26.9441314,907
70.12367305,-26.94334078,898
70.12367279,-26.94255016,892
70.12367254,-26.94175954,893
70.12367228,-26.94096892,894
70.12367202,-26.94017831,895
70.12367175,-26.93938769,896
70.12367148,-26.93859707,900
70.12367121,-26.93780645,903
70.12367093,-26.93701584,906
70.12367065,-26.93622522,906
70.12367037,-26.9354346,905
70.12367008,-26.93464398,907
70.12366979,-26.93385336,910
70.1236695,-26.93306275,911
70.1236692,-26.93227213,911
70.1236689,-26.93148151,916
70.1236686,-26.93069089,923
70.12366829,-26.92990028,928
70.12366798,-26.92910966,927
70.12366766,-26.92831904,925
70.12366734,-26.92752842,928
70.12366702,-26.92673781,928
70.1236667,-26.92594719,920
70.12366637,-26.92515657,915
70.12366604,-26.92436595,917
70.1236657,-26.92357534,927
70.12366536,-26.92278472,932
70.12366502,-26.9219941,932
70.12366467,-26.92120348,932
70.12366432,-26.92041287,935
70.12366397,-26.91962225,937
70.12366361,-26.91883163,939
70.12366325,-26.91804101,945
70.12366289,-26.9172504,950
70.12366252,-26.91645978,957
70.12366215,-26.91566916,960
70.12366178,-26.91487855,958
70.1236614,-26.91408793,955
70.12366102,-26.91329731,955
