lat,long,z
70.146816,-26.98047805,660
70.14681591,-26.97968655,663
70.14681582,-26.97889505,662
70.14681572,-26.97810355,657
70.14681562,-26.97731204,654
70.14681552,-26.97652054,654
70.14681542,-26.97572904,654
70.14681531,-26.97493754,652
70.14681519,-26.97414604,650
70.14681508,-26.97335453,648
70.14681496,-26.97256303,647
70.14681484,-26.97177153,645
70.14681471,-26.97098003,644
70.14681458,-26.97018853,649
70.14681445,-26.96939703,658
70.14654797,-26.99472516,683
70.14654795,-26.99393367,666
70.14654792,-26.99314217,649
70.14654788,-26.99235068,639
70.14654785,-26.99155919,631
70.14654781,-26.9907677,633
70.14654777,-26.98997621,650
70.14654772,-26.98918472,659
70.14654767,-26.98839322,658
70.14654762,-26.98760173,654
70.14654756,-26.98681024,654
70.1465475,-26.98601875,655
70.14654744,-26.98522726,649
70.14654737,-26.98443576,648
70.1465473,-26.98364427,653
70.14654723,-26.98285278,659
70.14654715,-26.98206129,665
70.14654707,-26.9812698,665
70.14654698,-26.98047831,664
70.1465469,-26.97968681,665
70.14654681,-26.97889532,667
70.14654671,-26.97810383,662
70.14654661,-26.97731234,657
70.14654651,-26.97652085,658
70.1465464,-26.97572936,658
70.1465463,-26.97493786,656
70.14654618,-26.97414637,654
70.14654607,-26.97335488,652
70.14654595,-26.97256339,650
70.14654582,-26.9717719,650
70.1465457,-26.97098041,649
70.14654557,-26.97018891,652
70.14654544,-26.96939742,658
70.14627896,-26.99472523,682
70.14627893,-26.99393375,665
70.1462789,-26.99314226,649
70.14627887,-26.99235078,639
70.14627884,-26.9915593,634
70.1462788,-26.99076782,635
70.14627876,-26.98997634,652
70.14627871,-26.98918486,663
70.14627866,-26.98839337,659
70.14627861,-26.98760189,661
70.14627855,-26.98681041,668
70.14627849,-26.98601893,671
70.14627843,-26.98522745,666
70.14627836,-26.98443597,661
70.14627829,-26.98364449,662
70.14627822,-26.982853,667
70.14627814,-26.98206152,673
70.14627806,-26.98127004,674
70.14627797,-26.98047856,670
70.14627788,-26.97968708,667
70.14627779,-26.9788956,666
70.1462777,-26.97810412,664
70.1462776,-26.97731263,662
70.1462775,-26.97652115,661
70.14627739,-26.97572967,661
70.14627728,-26.97493819,661
70.14627717,-26.97414671,660
70.14627706,-26.97335523,658
70.14627694,-26.97256375,657
70.14627681,-26.97177226,655
70.14627669,-26.97098078,650
70.14627656,-26.9701893,648
70.14627642,-26.96939782,651
70.14600995,-26.9947253,678
70.14600992,-26.99393382,662
70.14600989,-26.99314235,645
70.14600986,-26.99235088,641
70.14600983,-26.99155941,636
70.14600979,-26.99076794,641
70.14600974,-26.98997647,654
70.1460097,-26.989185,662
70.14600965,-26.98839353,663
70.1460096,-26.98760205,668
70.14600954,-26.98681058,677
70.14600948,-26.98601911,681
70.14600942,-26.98522764,678
70.14600935,-26.98443617,672
70.14600928,-26.9836447,671
70.1460092,-26.98285323,673
70.14600913,-26.98206176,676
70.14600905,-26.98127028,678
70.14600896,-26.98047881,675
70.14600887,-26.97968734,670
70.14600878,-26.97889587,666
70.14600869,-26.9781044,666
70.14600859,-26.97731293,664
70.14600849,-26.97652146,664
70.14600838,-26.97572999,664
70.14600827,-26.97493852,665
70.14600816,-26.97414704,667
70.14600804,-26.97335557,666
70.14600792,-26.9725641,662
70.1460078,-26.97177263,660
70.14600767,-26.97098116,654
70.14600754,-26.97018969,645
70.14600741,-26.96939822,644
70.14600727,-26.96860675,651
70.14574093,-26.99472536,672
70.14574091,-26.9939339,657
70.14574088,-26.99314244,645
70.14574085,-26.99235098,643
70.14574081,-26.99155952,639
70.14574077,-26.99076806,644
70.14574073,-26.9899766,659
70.14574069,-26.98918514,663
70.14574064,-26.98839368,664
70.14574058,-26.98760222,669
70.14574053,-26.98681075,676
70.14574047,-26.98601929,680
70.1457404,-26.98522783,678
70.14574034,-26.98443637,674
70.14574027,-26.98364491,674
70.14574019,-26.98285345,676
70.14574011,-26.98206199,678
70.14574003,-26.98127053,680
70.14573995,-26.98047907,679
70.14573986,-26.97968761,674
70.14573977,-26.97889615,668
70.14573967,-26.97810468,666
70.14573958,-26.97731322,667
70.14573947,-26.97652176,668
70.14573937,-26.9757303,668
70.14573926,-26.97493884,669
70.14573915,-26.97414738,670
70.14573903,-26.97335592,667
70.14573891,-26.97256446,663
70.14573879,-26.971773,662
70.14573866,-26.97098154,658
70.14573853,-26.97019008,649
70.1457384,-26.96939862,645
70.14573826,-26.96860715,649
70.14547192,-26.99472543,666
70.1454719,-26.99393398,652
70.14547187,-26.99314253,646
70.14547184,-26.99235108,645
70.1454718,-26.99155963,646
70.14547176,-26.99076818,649
70.14547172,-26.98997673,658
70.14547167,-26.98918528,663
70.14547162,-26.98839383,664
70.14547157,-26.98760238,669
70.14547151,-26.98681093,676
70.14547145,-26.98601947,677
70.14547139,-26.98522802,674
70.14547132,-26.98443657,672
70.14547125,-26.98364512,674
70.14547118,-26.98285367,677
70.1454711,-26.98206222,679
70.14547102,-26.98127077,680
70.14547094,-26.98047932,681
70.14547085,-26.97968787,679
70.14547076,-26.97889642,671
70.14547066,-26.97810497,669
70.14547056,-26.97731352,670
70.14547046,-26.97652207,672
70.14547036,-26.97573062,673
70.14547025,-26.97493917,673
70.14547014,-26.97414772,672
70.14547002,-26.97335627,668
70.1454699,-26.97256482,663
70.14546978,-26.97177336,663
70.14546965,-26.97098191,661
70.14546952,-26.97019046,654
70.14546939,-26.96939901,650
70.14546925,-26.96860756,654
70.14520291,-26.9947255,662
70.14520289,-26.99393406,650
70.14520286,-26.99314262,645
70.14520283,-26.99235118,644
70.14520279,-26.99155974,646
70.14520275,-26.9907683,651
70.14520271,-26.98997686,657
70.14520266,-26.98918542,661
70.14520261,-26.98839398,665
70.14520256,-26.98760254,670
70.1452025,-26.9868111,676
70.14520244,-26.98601966,676
70.14520238,-26.98522822,672
70.14520231,-26.98443678,670
70.14520224,-26.98364534,674
70.14520217,-26.9828539,678
70.14520209,-26.98206245,680
70.14520201,-26.98127101,681
70.14520193,-26.98047957,681
70.14520184,-26.97968813,679
70.14520175,-26.97889669,674
70.14520165,-26.97810525,670
70.14520155,-26.97731381,671
70.14520145,-26.97652237,672
70.14520135,-26.97573093,673
70.14520124,-26.97493949,674
70.14520112,-26.97414805,675
70.14520101,-26.97335661,672
70.14520089,-26.97256517,668
70.14520077,-26.97177373,667
70.14520064,-26.97098229,665
70.14520051,-26.97019085,657
70.14520038,-26.96939941,655
70.14520024,-26.96860797,656
70.1449339,-26.99472557,659
70.14493387,-26.99393414,650
70.14493385,-26.99314271,646
70.14493381,-26.99235128,643
70.14493378,-26.99155985,644
70.14493374,-26.99076842,650
70.1449337,-26.98997699,656
70.14493365,-26.98918556,662
70.1449336,-26.98839413,668
70.14493355,-26.9876027,676
70.14493349,-26.98681127,677
70.14493343,-26.98601984,678
70.14493337,-26.98522841,677
70.1449333,-26.98443698,675
70.14493323,-26.98364555,675
70.14493316,-26.98285412,679
70.14493308,-26.98206269,683
70.144933,-26.98127126,685
70.14493291,-26.98047983,684
70.14493283,-26.9796884,681
70.14493273,-26.97889697,676
70.14493264,-26.97810554,671
70.14493254,-26.97731411,670
70.14493244,-26.97652268,671
70.14493233,-26.97573125,671
70.14493222,-26.97493982,674
70.14493211,-26.97414839,677
70.144932,-26.97335696,675
70.14493188,-26.97256553,673
70.14493175,-26.9717741,672
70.14493163,-26.97098267,667
70.1449315,-26.97019124,661
70.14493136,-26.96939981,658
70.14493123,-26.96860838,660
70.14466489,-26.99472564,660
70.14466486,-26.99393422,653
70.14466483,-26.9931428,649
70.1446648,-26.99235138,644
70.14466477,-26.99155996,641
70.14466473,-26.99076854,646
70.14466468,-26.98997712,655
70.14466464,-26.9891857,664
70.14466459,-26.98839428,672
70.14466454,-26.98760286,680
70.14466448,-26.98681144,683
70.14466442,-26.98602002,687
70.14466436,-26.9852286,688
70.14466429,-26.98443718,684
70.14466422,-26.98364576,680
70.14466414,-26.98285434,681
70.14466407,-26.98206292,685
70.14466399,-26.9812715,689
70.1446639,-26.98048008,688
70.14466381,-26.97968866,685
70.14466372,-26.97889724,679
70.14466363,-26.97810582,673
70.14466353,-26.9773144,671
70.14466343,-26.97652298,670
70.14466332,-26.97573156,672
70.14466321,-26.97494014,677
70.1446631,-26.97414872,682
70.14466298,-26.9733573,681
70.14466286,-26.97256588,677
70.14466274,-26.97177446,675
70.14466262,-26.97098305,669
70.14466249,-26.97019163,663
70.14466235,-26.96940021,661
70.14466222,-26.96860879,663
70.1443959,-26.99551712,682
70.14439587,-26.99472571,663
70.14439585,-26.9939343,653
70.14439582,-26.99314289,651
70.14439579,-26.99235148,646
70.14439575,-26.99156007,641
70.14439571,-26.99076866,643
70.14439567,-26.98997725,657
70.14439563,-26.98918584,667
70.14439558,-26.98839443,676
70.14439552,-26.98760302,684
70.14439547,-26.98681161,690
70.14439541,-26.9860202,694
70.14439534,-26.98522879,696
70.14439528,-26.98443738,693
70.14439521,-26.98364597,688
70.14439513,-26.98285456,686
70.14439505,-26.98206315,686
70.14439497,-26.98127174,690
70.14439489,-26.98048034,690
70.1443948,-26.97968893,687
70.14439471,-26.97889752,682
70.14439462,-26.97810611,677
70.14439452,-26.9773147,675
70.14439441,-26.97652329,674
70.14439431,-26.97573188,678
70.1443942,-26.97494047,683
70.14439409,-26.97414906,684
70.14439397,-26.97335765,684
70.14439385,-26.97256624,681
70.14439373,-26.97177483,677
70.1443936,-26.97098342,672
70.14439347,-26.97019201,666
70.14439334,-26.9694006,664
70.1443932,-26.96860919,665
70.14412688,-26.99551717,688
70.14412686,-26.99472577,668
70.14412684,-26.99393438,657
70.14412681,-26.99314298,655
70.14412678,-26.99235158,647
70.14412674,-26.99156018,638
70.1441267,-26.99076878,644
70.14412666,-26.98997738,660
70.14412661,-26.98918598,672
70.14412656,-26.98839458,679
70.14412651,-26.98760318,689
70.14412646,-26.98681178,697
70.1441264,-26.98602038,702
70.14412633,-26.98522898,702
70.14412626,-26.98443758,699
70.14412619,-26.98364619,695
70.14412612,-26.98285479,693
70.14412604,-26.98206339,693
70.14412596,-26.98127199,693
70.14412588,-26.98048059,693
70.14412579,-26.97968919,692
70.1441257,-26.97889779,686
70.1441256,-26.97810639,681
70.1441255,-26.97731499,681
70.1441254,-26.97652359,681
70.1441253,-26.97573219,684
70.14412519,-26.97494079,689
70.14412508,-26.9741494,687
70.14412496,-26.973358,683
70.14412484,-26.9725666,682
70.14412472,-26.9717752,680
70.14412459,-26.9709838,676
70.14412446,-26.9701924,671
70.14412433,-26.969401,669
70.14412419,-26.9686096,669
70.14385787,-26.99551723,696
70.14385785,-26.99472584,679
70.14385783,-26.99393445,664
70.1438578,-26.99314307,657
70.14385777,-26.99235168,649
70.14385773,-26.99156029,636
70.14385769,-26.9907689,644
70.14385765,-26.98997751,667
70.1438576,-26.98918612,676
70.14385755,-26.98839473,683
70.1438575,-26.98760334,691
70.14385744,-26.98681195,700
70.14385738,-26.98602056,707
70.14385732,-26.98522918,707
70.14385725,-26.98443779,702
70.14385718,-26.9836464,697
70.14385711,-26.98285501,696
70.14385703,-26.98206362,696
70.14385695,-26.98127223,697
70.14385687,-26.98048084,700
70.14385678,-26.97968945,700
70.14385669,-26.97889806,693
70.14385659,-26.97810668,687
70.14385649,-26.97731529,689
70.14385639,-26.9765239,687
70.14385629,-26.97573251,688
70.14385618,-26.97494112,693
70.14385606,-26.97414973,692
70.14385595,-26.97335834,684
70.14385583,-26.97256695,680
70.14385571,-26.97177556,683
70.14385558,-26.97098418,681
70.14385545,-26.97019279,677
70.14385532,-26.9694014,675
70.14385518,-26.96861001,674
70.14358886,-26.99551729,700
70.14358884,-26.99472591,683
70.14358881,-26.99393453,667
70.14358879,-26.99314315,656
70.14358875,-26.99235178,649
70.14358872,-26.9915604,646
70.14358868,-26.99076902,655
70.14358864,-26.98997764,675
70.14358859,-26.98918626,680
70.14358854,-26.98839488,685
70.14358849,-26.9876035,694
70.14358843,-26.98681212,701
70.14358837,-26.98602075,707
70.14358831,-26.98522937,706
70.14358824,-26.98443799,703
70.14358817,-26.98364661,698
70.1435881,-26.98285523,694
70.14358802,-26.98206385,697
70.14358794,-26.98127247,702
70.14358785,-26.9804811,707
70.14358777,-26.97968972,707
70.14358767,-26.97889834,702
70.14358758,-26.97810696,696
70.14358748,-26.97731558,695
70.14358738,-26.9765242,694
70.14358727,-26.97573282,694
70.14358716,-26.97494145,697
70.14358705,-26.97415007,696
70.14358694,-26.97335869,690
70.14358682,-26.97256731,686
70.14358669,-26.97177593,688
70.14358657,-26.97098455,688
70.14358644,-26.97019317,686
70.1435863,-26.9694018,682
70.14358617,-26.96861042,679
70.14331985,-26.99551735,701
70.14331983,-26.99472598,683
70.1433198,-26.99393461,667
70.14331977,-26.99314324,655
70.14331974,-26.99235188,646
70.14331971,-26.99156051,654
70.14331967,-26.99076914,668
70.14331962,-26.98997777,678
70.14331958,-26.9891864,683
70.14331953,-26.98839503,688
70.14331948,-26.98760366,698
70.14331942,-26.9868123,706
70.14331936,-26.98602093,708
70.1433193,-26.98522956,704
70.14331923,-26.98443819,700
70.14331916,-26.98364682,699
70.14331908,-26.98285545,698
70.14331901,-26.98206409,701
70.14331893,-26.98127272,709
70.14331884,-26.98048135,714
70.14331875,-26.97968998,712
70.14331866,-26.97889861,705
70.14331857,-26.97810724,700
70.14331847,-26.97731588,699
70.14331837,-26.97652451,699
70.14331826,-26.97573314,699
70.14331815,-26.97494177,697
70.14331804,-26.9741504,696
70.14331792,-26.97335903,698
70.14331781,-26.97256767,699
70.14331768,-26.9717763,696
70.14331756,-26.97098493,696
70.14331743,-26.97019356,695
70.14331729,-26.96940219,692
70.14331716,-26.96861083,691
70.14305084,-26.99551741,705
70.14305082,-26.99472605,686
70.14305079,-26.99393469,669
70.14305076,-26.99314333,655
70.14305073,-26.99235197,649
70.14305069,-26.99156062,659
70.14305066,-26.99076926,675
70.14305061,-26.9899779,682
70.14305057,-26.98918654,685
70.14305052,-26.98839518,692
70.14305046,-26.98760383,701
70.14305041,-26.98681247,707
70.14305035,-26.98602111,706
70.14305028,-26.98522975,700
70.14305022,-26.98443839,699
70.14305015,-26.98364704,701
70.14305007,-26.98285568,702
70.14305,-26.98206432,705
70.14304991,-26.98127296,712
70.14304983,-26.9804816,717
70.14304974,-26.97969024,713
70.14304965,-26.97889889,708
70.14304956,-26.97810753,703
70.14304946,-26.97731617,702
70.14304936,-26.97652481,703
70.14304925,-26.97573345,704
70.14304914,-26.9749421,701
70.14304903,-26.97415074,701
70.14304891,-26.97335938,703
70.14304879,-26.97256802,705
70.14304867,-26.97177666,704
70.14304854,-26.97098531,701
70.14304841,-26.97019395,701
70.14304828,-26.96940259,699
70.14304814,-26.96861123,700
70.14278182,-26.99551747,711
70.1427818,-26.99472612,693
70.14278178,-26.99393477,674
70.14278175,-26.99314342,661
70.14278172,-26.99235207,659
70.14278168,-26.99156073,665
70.14278164,-26.99076938,677
70.1427816,-26.98997803,686
70.14278155,-26.98918668,692
70.14278151,-26.98839533,697
70.14278145,-26.98760399,705
70.1427814,-26.98681264,705
70.14278134,-26.98602129,703
70.14278127,-26.98522994,700
70.14278121,-26.9844386,701
70.14278113,-26.98364725,704
70.14278106,-26.9828559,706
70.14278098,-26.98206455,708
70.1427809,-26.9812732,714
70.14278082,-26.98048186,718
70.14278073,-26.97969051,712
70.14278064,-26.97889916,706
70.14278054,-26.97810781,704
70.14278045,-26.97731647,705
70.14278034,-26.97652512,708
70.14278024,-26.97573377,709
70.14278013,-26.97494242,709
70.14278002,-26.97415107,708
70.1427799,-26.97335973,707
70.14277978,-26.97256838,710
70.14277966,-26.97177703,712
70.14277953,-26.97098568,710
70.1427794,-26.97019434,705
70.14277927,-26.96940299,703
70.14277913,-26.96861164,704
70.14277899,-26.96782029,708
70.14251281,-26.99551752,714
70.14251279,-26.99472619,700
70.14251277,-26.99393485,686
70.14251274,-26.99314351,674
70.14251271,-26.99235217,670
70.14251267,-26.99156084,670
70.14251263,-26.9907695,680
70.14251259,-26.98997816,690
70.14251254,-26.98918682,696
70.14251249,-26.98839549,701
70.14251244,-26.98760415,704
70.14251238,-26.98681281,702
70.14251232,-26.98602147,700
70.14251226,-26.98523014,698
70.14251219,-26.9844388,703
70.14251212,-26.98364746,709
70.14251205,-26.98285612,711
70.14251197,-26.98206479,712
70.14251189,-26.98127345,713
70.14251181,-26.98048211,715
70.14251172,-26.97969077,712
70.14251163,-26.97889944,710
70.14251153,-26.9781081,710
70.14251143,-26.97731676,710
70.14251133,-26.97652542,710
70.14251123,-26.97573409,712
70.14251112,-26.97494275,714
70.142511,-26.97415141,716
70.14251089,-26.97336007,719
70.14251077,-26.97256874,722
70.14251065,-26.9717774,722
70.14251052,-26.97098606,717
70.14251039,-26.97019472,709
70.14251026,-26.96940339,708
70.14251012,-26.96861205,709
70.14250998,-26.96782071,711
70.14224382,-26.99630891,733
70.1422438,-26.99551758,717
70.14224378,-26.99472625,708
70.14224375,-26.99393493,697
70.14224373,-26.9931436,686
70.14224369,-26.99235227,677
70.14224366,-26.99156095,676
70.14224362,-26.99076962,684
70.14224358,-26.98997829,695
70.14224353,-26.98918696,701
70.14224348,-26.98839564,704
70.14224343,-26.98760431,704
70.14224337,-26.98681298,701
70.14224331,-26.98602165,699
70.14224325,-26.98523033,701
70.14224318,-26.984439,707
70.14224311,-26.98364767,714
70.14224304,-26.98285635,715
70.14224296,-26.98206502,716
70.14224288,-26.98127369,715
70.14224279,-26.98048236,715
70.14224271,-26.97969104,717
70.14224261,-26.97889971,720
70.14224252,-26.97810838,719
70.14224242,-26.97731705,716
70.14224232,-26.97652573,712
70.14224221,-26.9757344,711
70.14224211,-26.97494307,714
70.14224199,-26.97415175,721
70.14224188,-26.97336042,731
70.14224176,-26.97256909,732
70.14224163,-26.97177776,727
70.14224151,-26.97098644,721
70.14224138,-26.97019511,718
70.14224124,-26.96940378,717
70.14224111,-26.96861246,717
70.14224097,-26.96782113,720
70.14224082,-26.9670298,725
70.14197481,-26.99630896,739
70.14197479,-26.99551764,727
70.14197477,-26.99472632,719
70.14197474,-26.99393501,708
70.14197471,-26.99314369,696
70.14197468,-26.99235237,685
70.14197465,-26.99156105,683
70.14197461,-26.99076974,690
70.14197456,-26.98997842,700
70.14197452,-26.9891871,706
70.14197447,-26.98839579,708
70.14197442,-26.98760447,709
70.14197436,-26.98681315,706
70.1419743,-26.98602184,703
70.14197424,-26.98523052,707
70.14197417,-26.9844392,713
70.1419741,-26.98364788,716
70.14197402,-26.98285657,717
70.14197395,-26.98206525,719
70.14197387,-26.98127393,720
70.14197378,-26.98048262,718
70.14197369,-26.9796913,718
70.1419736,-26.97889998,722
70.14197351,-26.97810867,721
70.14197341,-26.97731735,716
70.14197331,-26.97652603,714
70.1419732,-26.97573472,712
70.14197309,-26.9749434,716
70.14197298,-26.97415208,726
70.14197286,-26.97336076,736
70.14197275,-26.97256945,734
70.14197262,-26.97177813,727
70.1419725,-26.97098681,724
70.14197237,-26.9701955,725
70.14197223,-26.96940418,727
70.1419721,-26.96861286,727
70.14197196,-26.96782155,728
70.14197181,-26.96703023,730
70.14197166,-26.96623891,733
70.14170578,-26.9955177,738
70.14170576,-26.99472639,730
70.14170573,-26.99393508,724
70.1417057,-26.99314378,717
70.14170567,-26.99235247,705
70.14170563,-26.99156116,696
70.1417056,-26.99076986,697
70.14170555,-26.98997855,705
70.14170551,-26.98918724,710
70.14170546,-26.98839594,712
70.1417054,-26.98760463,711
70.14170535,-26.98681332,709
70.14170529,-26.98602202,710
70.14170522,-26.98523071,716
70.14170516,-26.9844394,720
70.14170509,-26.9836481,719
70.14170501,-26.98285679,716
70.14170494,-26.98206548,718
70.14170485,-26.98127418,721
70.14170477,-26.98048287,721
70.14170468,-26.97969156,719
70.14170459,-26.97890026,721
70.1417045,-26.97810895,721
70.1417044,-26.97731764,716
70.1417043,-26.97652634,715
70.14170419,-26.97573503,713
70.14170408,-26.97494372,718
70.14170397,-26.97415242,730
70.14170385,-26.97336111,733
70.14170373,-26.9725698,729
70.14170361,-26.9717785,724
70.14170348,-26.97098719,725
70.14170335,-26.97019588,728
70.14170322,-26.96940458,734
70.14170308,-26.96861327,735
70.14170294,-26.96782197,732
70.1417028,-26.96703066,732
70.14170265,-26.96623935,732
70.1417025,-26.96544805,736
70.14143676,-26.99551776,742
70.14143674,-26.99472646,738
70.14143672,-26.99393516,736
70.14143669,-26.99314387,734
70.14143666,-26.99235257,729
70.14143662,-26.99156127,717
70.14143658,-26.99076998,706
70.14143654,-26.98997868,706
70.14143649,-26.98918738,712
70.14143645,-26.98839609,713
70.14143639,-26.98760479,709
70.14143634,-26.9868135,708
70.14143628,-26.9860222,713
70.14143621,-26.9852309,721
70.14143615,-26.98443961,725
70.14143607,-26.98364831,723
70.141436,-26.98285701,720
70.14143592,-26.98206572,719
70.14143584,-26.98127442,723
70.14143576,-26.98048312,724
70.14143567,-26.97969183,725
70.14143558,-26.97890053,726
70.14143548,-26.97810924,725
70.14143539,-26.97731794,721
70.14143528,-26.97652664,718
70.14143518,-26.97573535,717
70.14143507,-26.97494405,721
70.14143496,-26.97415275,731
70.14143484,-26.97336146,732
70.14143472,-26.97257016,727
70.1414346,-26.97177886,727
70.14143447,-26.97098757,730
70.14143434,-26.97019627,734
70.14143421,-26.96940498,739
70.14143407,-26.96861368,740
70.14143393,-26.96782238,738
70.14143379,-26.96703109,736
70.14143364,-26.96623979,735
70.14143349,-26.96544849,736
70.14116775,-26.99551781,749
70.14116773,-26.99472653,745
70.14116771,-26.99393524,741
70.14116768,-26.99314396,742
70.14116765,-26.99235267,740
70.14116761,-26.99156138,730
70.14116757,-26.9907701,714
70.14116753,-26.98997881,708
70.14116748,-26.98918753,711
70.14116743,-26.98839624,710
70.14116738,-26.98760495,707
70.14116732,-26.98681367,709
70.14116726,-26.98602238,717
70.1411672,-26.98523109,726
70.14116713,-26.98443981,730
70.14116706,-26.98364852,727
70.14116699,-26.98285724,724
70.14116691,-26.98206595,723
70.14116683,-26.98127466,726
70.14116675,-26.98048338,730
70.14116666,-26.97969209,732
70.14116657,-26.97890081,730
70.14116647,-26.97810952,730
70.14116637,-26.97731823,728
70.14116627,-26.97652695,722
70.14116617,-26.97573566,722
70.14116606,-26.97494438,725
70.14116594,-26.97415309,730
70.14116583,-26.9733618,733
70.14116571,-26.97257052,730
70.14116559,-26.97177923,732
70.14116546,-26.97098794,738
70.14116533,-26.97019666,741
70.1411652,-26.96940537,742
70.14116506,-26.96861409,742
70.14116492,-26.9678228,742
70.14116478,-26.96703152,742
70.14116463,-26.96624023,739
70.14116448,-26.96544894,738
70.14116432,-26.96465766,739
70.14089872,-26.9947266,756
70.14089869,-26.99393532,753
70.14089867,-26.99314405,750
70.14089863,-26.99235277,745
70.1408986,-26.99156149,734
70.14089856,-26.99077022,720
70.14089852,-26.98997894,711
70.14089847,-26.98918767,711
70.14089842,-26.98839639,709
70.14089837,-26.98760511,706
70.14089831,-26.98681384,708
70.14089825,-26.98602256,716
70.14089819,-26.98523129,725
70.14089812,-26.98444001,730
70.14089805,-26.98364873,730
70.14089798,-26.98285746,728
70.1408979,-26.98206618,728
70.14089782,-26.98127491,730
70.14089773,-26.98048363,735
70.14089765,-26.97969236,735
70.14089755,-26.97890108,732
70.14089746,-26.9781098,731
70.14089736,-26.97731853,731
70.14089726,-26.97652725,729
70.14089715,-26.97573598,727
70.14089705,-26.9749447,729
70.14089693,-26.97415342,732
70.14089682,-26.97336215,735
70.1408967,-26.97257087,737
70.14089657,-26.9717796,738
70.14089645,-26.97098832,740
70.14089632,-26.97019705,740
70.14089619,-26.96940577,741
70.14089605,-26.96861449,742
70.14089591,-26.96782322,745
70.14089576,-26.96703194,746
70.14089562,-26.96624067,742
70.14089547,-26.96544939,740
70.14089531,-26.96465812,741
70.14089515,-26.96386684,744
70.14062971,-26.99472667,765
70.14062968,-26.9939354,763
70.14062965,-26.99314413,756
70.14062962,-26.99235287,744
70.14062959,-26.9915616,734
70.14062955,-26.99077034,723
70.1406295,-26.98997907,716
70.14062946,-26.98918781,713
70.14062941,-26.98839654,709
70.14062936,-26.98760527,706
70.1406293,-26.98681401,706
70.14062924,-26.98602274,711
70.14062918,-26.98523148,721
70.14062911,-26.98444021,728
70.14062904,-26.98364895,732
70.14062896,-26.98285768,734
70.14062889,-26.98206642,735
70.14062881,-26.98127515,736
70.14062872,-26.98048388,738
70.14062863,-26.97969262,736
70.14062854,-26.97890135,733
70.14062845,-26.97811009,733
70.14062835,-26.97731882,733
70.14062825,-26.97652756,733
70.14062814,-26.97573629,733
70.14062803,-26.97494503,734
70.14062792,-26.97415376,735
70.1406278,-26.9733625,737
70.14062769,-26.97257123,741
70.14062756,-26.97177996,742
70.14062744,-26.9709887,743
70.14062731,-26.97019743,741
70.14062717,-26.96940617,740
70.14062704,-26.9686149,740
70.1406269,-26.96782364,744
70.14062675,-26.96703237,748
70.1406266,-26.96624111,748
70.14062645,-26.96544984,746
70.1406263,-26.96465858,745
70.14062614,-26.96386731,743
70.14062598,-26.96307604,747
70.14036067,-26.99393548,763
70.14036064,-26.99314422,757
70.14036061,-26.99235297,747
70.14036057,-26.99156171,737
70.14036054,-26.99077046,726
70.14036049,-26.9899792,721
70.14036045,-26.98918795,717
70.1403604,-26.98839669,710
70.14036034,-26.98760544,709
70.14036029,-26.98681418,710
70.14036023,-26.98602293,715
70.14036016,-26.98523167,723
70.1403601,-26.98444041,731
70.14036003,-26.98364916,737
70.14035995,-26.9828579,740
70.14035988,-26.98206665,739
70.14035979,-26.98127539,742
70.14035971,-26.98048414,744
70.14035962,-26.97969288,741
70.14035953,-26.97890163,737
70.14035944,-26.97811037,736
70.14035934,-26.97731912,737
70.14035924,-26.97652786,738
70.14035913,-26.97573661,737
70.14035902,-26.97494535,738
70.14035891,-26.9741541,738
70.14035879,-26.97336284,739
70.14035867,-26.97257159,740
70.14035855,-26.97178033,742
70.14035842,-26.97098908,743
70.14035829,-26.97019782,743
70.14035816,-26.96940657,742
70.14035802,-26.96861531,742
70.14035788,-26.96782405,747
70.14035774,-26.9670328,753
70.14035759,-26.96624154,755
70.14035744,-26.96545029,754
70.14035729,-26.96465903,752
70.14035713,-26.96386778,749
70.14035697,-26.96307652,748
70.1403568,-26.96228527,756
70.14009166,-26.99393556,759
70.14009163,-26.99314431,755
70.1400916,-26.99235307,751
70.14009156,-26.99156182,745
70.14009152,-26.99077058,736
70.14009148,-26.98997933,728
70.14009143,-26.98918809,723
70.14009139,-26.98839684,718
70.14009133,-26.9876056,715
70.14009128,-26.98681435,717
70.14009122,-26.98602311,725
70.14009115,-26.98523186,730
70.14009109,-26.98444062,734
70.14009101,-26.98364937,738
70.14009094,-26.98285813,739
70.14009086,-26.98206688,738
70.14009078,-26.98127564,740
70.1400907,-26.98048439,742
70.14009061,-26.97969315,742
70.14009052,-26.9789019,741
70.14009042,-26.97811066,740
70.14009033,-26.97731941,740
70.14009022,-26.97652817,741
70.14009012,-26.97573692,741
70.14009001,-26.97494568,741
70.1400899,-26.97415443,742
70.14008978,-26.97336319,741
70.14008966,-26.97257194,742
70.14008954,-26.9717807,745
70.14008941,-26.97098945,747
70.14008928,-26.97019821,748
70.14008915,-26.96940696,748
70.14008901,-26.96861572,749
70.14008887,-26.96782447,755
70.14008873,-26.96703323,763
70.14008858,-26.96624198,763
70.14008843,-26.96545074,761
70.14008828,-26.96465949,761
70.14008812,-26.96386825,758
70.14008796,-26.963077,756
70.14008779,-26.96228576,756
70.13982262,-26.9931444,757
70.13982259,-26.99235317,755
70.13982255,-26.99156193,749
70.13982251,-26.9907707,742
70.13982247,-26.98997946,734
70.13982242,-26.98918823,728
70.13982237,-26.98839699,723
70.13982232,-26.98760576,721
